studentno,studlastname,studmidname,studfirstname,studsuffixname,birthday,age,homeaddress
2012-82198,Armstrong,Wilson,Victor,,10/19/1993,23,05 Quincy Drive
2004-02455,Castillo,Fox,Edward,I,11/21/1990,26,48765 Corscot Lane
2005-14509,Payne,Bishop,Theresa,II,2/2/1998,18,1917 Iowa Pass
2005-16381,Turner,Butler,Andrew,,9/22/1992,24,30 Little Fleur Hill
2013-96518,Wood,Martinez,Betty,,1/17/1993,23,76 Haas Alley
2007-93380,Larson,Richardson,Philip,III,1/29/1996,20,107 Maryland Center
2000-11760,Peterson,Johnson,Lois,,9/16/1996,20,5214 Vidon Street
2018-57989,Martinez,Stanley,Irene,,7/1/1992,24,532 Briar Crest Way
2001-32256,Marshall,Murphy,Christopher,,11/18/1996,20,1036 Delaware Parkway
2002-28535,Price,Torres,Carolyn,I,3/4/1995,21,70521 Almo Hill
2007-51228,Weaver,Russell,Chris,II,5/22/1990,26,94533 Bellgrove Parkway
2013-98609,Alexander,Harper,Janice,III,7/15/1991,25,325 Banding Trail
2016-87385,Marshall,Armstrong,Jerry,,4/13/1991,25,680 Gulseth Street
2010-64844,Simmons,Rice,Lori,,6/2/1995,21,04 Nova Junction
2010-53120,Adams,Watson,Ronald,,9/13/1992,24,55171 Schmedeman Park
2009-36066,Jones,Welch,Thomas,,3/29/1995,21,375 Cambridge Place
2006-73329,Woods,Long,Daniel,,3/10/1991,25,3 Mariners Cove Junction
2012-81744,Larson,Hunter,Dorothy,,2/25/1998,18,0721 Lerdahl Road
2009-79350,Hunt,Mitchell,Gary,II,4/3/1990,26,9 Bunker Hill Parkway
2001-12888,Hudson,Carr,Ronald,,7/29/1993,23,5 Ridgeview Street
2015-09647,Rogers,Lynch,Jessica,II,1/17/1995,21,913 Meadow Vale Place
2010-50720,Evans,Carter,Russell,,2/11/1998,18,58935 Arkansas Court
2003-17345,Day,Hart,Harold,,4/4/1992,24,477 Reindahl Lane
2001-65948,Harris,Allen,Robert,III,9/20/1990,26,0154 Mayer Place
2014-82417,Vasquez,Bishop,Kevin,,3/13/1997,19,80558 Coleman Place
2007-48238,Morrison,Cruz,Ralph,,5/24/1994,22,2267 Dexter Lane
2003-80125,Mcdonald,Hill,Ann,,10/26/1993,23,9 Merry Avenue
2016-15996,Peterson,Griffin,Gregory,,6/17/1991,25,56 Di Loreto Alley
2019-01498,Hayes,Murphy,Ralph,,11/23/1997,19,9488 High Crossing Lane
2016-22551,Rogers,Harrison,John,,1/8/1998,18,21760 Waubesa Court
2012-13409,Allen,Bowman,Rebecca,Jr.,4/13/1990,26,213 Pearson Lane
2010-88768,Wells,Marshall,Paul,I,11/24/1996,20,0813 Oak Valley Alley
2009-20746,Fuller,Johnston,Karen,,5/17/1996,20,53404 Scofield Way
2019-98109,Harvey,Matthews,Doris,,12/6/1993,23,0 Spohn Avenue
2007-10318,Robinson,Pierce,Sarah,,9/20/1992,24,57950 Boyd Lane
2009-78987,Washington,Turner,Victor,,1/26/1991,25,6 Buell Road
2008-27443,Ruiz,Patterson,Nicole,,11/26/1994,22,6 Donald Hill
2013-99854,Johnson,Ramirez,Arthur,,8/12/1993,23,4 Meadow Vale Alley
2001-31948,Jenkins,,Jason,,2/18/1995,21,9 Prentice Drive
2000-29819,Willis,Richardson,Lillian,III,3/2/1992,24,5 Daystar Pass
2018-90013,Hudson,Berry,Diana,,6/10/1996,20,82 Vidon Road
2000-64083,Grant,Mendoza,Joan,,2/13/1994,22,7022 Farmco Junction
2006-71307,West,Fields,Edward,,12/31/1993,23,3 Stoughton Avenue
2006-65440,Lane,Wells,Terry,,11/16/1990,26,021 Raven Avenue
2014-85925,Hamilton,,Kathy,,6/27/1996,20,785 Maywood Avenue
2004-34744,Myers,Morris,Timothy,III,8/31/1992,24,6 Myrtle Road
2007-07988,Ortiz,Long,Virginia,Jr.,10/13/1992,24,900 Shopko Alley
2000-09549,Arnold,,Albert,,10/2/1991,25,578 Erie Place
2015-75257,Clark,Mitchell,Jason,,4/19/1994,22,88 Petterle Place
2008-15688,Martinez,Hernandez,Robert,II,5/7/1993,23,54006 Sloan Circle
2010-02243,Chapman,Nichols,Jacqueline,Sr.,6/29/1992,24,8457 Lukken Hill
2000-56745,Welch,Richardson,Lillian,,10/29/1997,19,81 2nd Way
2008-71202,Cole,Carroll,Kathy,,1/12/1990,26,16 Morrow Pass
2013-43626,Gardner,George,Lawrence,III,4/2/1997,19,66 Gerald Terrace
2009-87974,Gardner,Hicks,Robin,,1/21/1991,25,01549 Mayer Parkway
2013-11875,Tucker,Stephens,Clarence,,3/5/1995,21,664 Londonderry Terrace
2003-04314,Garcia,Turner,Terry,,3/9/1991,25,9 Eagan Junction
2001-80191,Ramirez,Reynolds,Jennifer,,2/25/1993,23,27201 Summit Court
2002-76530,Murphy,Carpenter,Janet,Jr.,9/21/1990,26,221 Dawn Way
2009-00968,Frazier,Cruz,Donna,,1/3/1991,25,89709 Bunker Hill Terrace
2009-91260,Mendoza,Vasquez,Anne,,12/30/1992,24,29 Orin Parkway
2010-49754,Robertson,Fields,Justin,,5/23/1997,19,96613 Westridge Road
2016-16524,Stanley,Dixon,Martha,,9/24/1997,19,267 Maryland Junction
2015-20531,Stewart,Ross,Dorothy,,6/6/1994,22,68 Springs Way
2011-21406,Henderson,Kelley,Peter,,10/9/1993,23,982 Nancy Circle
2014-49066,Bailey,,Lillian,,10/3/1995,21,380 Springview Place
2007-87847,Chapman,Price,Ashley,,1/12/1997,19,742 Goodland Pass
2008-25581,Clark,Rodriguez,Virginia,II,11/24/1996,20,491 Prairieview Road
2008-35101,Butler,Nelson,Bobby,III,2/5/1997,19,58578 Ryan Court
2016-36217,Pierce,Alvarez,Rebecca,,2/2/1997,19,3989 Leroy Plaza
2016-04262,Evans,,Peter,,5/27/1990,26,1375 Melvin Point
2001-41208,Jacobs,Porter,Phillip,III,7/15/1991,25,7231 Sycamore Junction
2002-88318,Graham,Gonzales,Joe,Jr.,11/8/1994,22,61 Beilfuss Road
2004-19378,Smith,Romero,Melissa,,11/16/1994,22,98683 Lukken Park
2007-50435,King,Ward,Judy,,3/22/1991,25,284 Del Mar Crossing
2003-98443,Graham,Ward,Debra,,1/7/1990,26,6973 Schlimgen Parkway
2003-97563,Thomas,Holmes,Eric,,4/10/1997,19,82 Jackson Alley
2003-59906,Cook,Brooks,Billy,,10/4/1994,22,3 Vera Drive
2017-78535,Mitchell,,Bruce,,5/10/1997,19,1 Scofield Place
2015-24602,Ryan,Garcia,Roger,,9/10/1991,25,7 Derek Center
2008-48278,Johnson,Chavez,Willie,,4/30/1992,24,26222 Corry Circle
2002-04325,Stephens,George,Steven,III,1/23/1992,24,338 Burrows Drive
2017-45605,Carpenter,Harvey,Victor,,12/28/1991,25,61 Quincy Alley
2014-16705,Owens,Bell,Michelle,III,2/7/1992,24,837 Bultman Center
2006-00972,Graham,Palmer,Carlos,,9/22/1997,19,0947 Green Ridge Point
2013-84952,Gray,Wright,Peter,,7/25/1993,23,66 Hayes Center
2017-45084,Schmidt,Wood,Helen,,2/28/1996,20,61717 Fuller Way
2005-65870,Simmons,Bowman,Linda,,5/29/1990,26,63941 Mallory Alley
2002-47841,Reid,Cooper,Kevin,,7/30/1993,23,0 Division Terrace
2015-59506,Fox,Burton,Jack,,10/16/1992,24,2 Anthes Road
2002-74619,Hunter,Black,Willie,,11/10/1995,21,25295 Sunnyside Terrace
2008-37004,Dunn,Chapman,Jessica,,6/3/1993,23,65 Huxley Center
2018-39558,Snyder,Snyder,James,,1/11/1994,22,85558 Forest Run Hill
2016-19945,Butler,Burns,Nicole,,7/11/1996,20,160 Gale Hill
2014-51266,Armstrong,Carroll,John,,10/31/1994,22,661 Jana Center
2006-82435,Wilson,Riley,Sarah,III,11/21/1995,21,49 Thackeray Crossing
2013-23016,Larson,Mitchell,Elizabeth,II,4/24/1994,22,337 Mosinee Parkway
2002-23732,Fields,Romero,Todd,II,9/28/1992,24,936 Erie Court
2006-19030,Mcdonald,Bell,Betty,,6/18/1997,19,989 Muir Court
2004-47940,Stephens,Armstrong,Mary,,12/25/1991,25,07552 Bunker Hill Center
2010-22999,Lane,Spencer,Johnny,,2/29/1992,24,7912 Green Ridge Crossing
2014-69211,Holmes,,Gloria,,7/26/1992,24,57 Armistice Crossing
2003-84069,Butler,Armstrong,Wayne,,7/16/1994,22,45643 Nelson Trail
2006-64237,Mccoy,West,Matthew,,1/11/1994,22,2705 Sherman Pass
2011-19016,Knight,,Harold,III,12/25/1995,21,3942 Rowland Hill
2003-20089,Alexander,Bishop,Mildred,I,4/9/1991,25,751 Lighthouse Bay Avenue
2003-95006,Simpson,Snyder,Andrew,,9/2/1995,21,25834 Basil Parkway
2014-18345,Knight,Watson,Pamela,,9/12/1990,26,65 Wayridge Parkway
2015-97364,Cruz,,Carlos,,11/2/1996,20,6 Jana Hill
2007-32012,Rose,Alvarez,Lillian,I,10/29/1993,23,9675 Forster Terrace
2017-94460,Ross,Cruz,Bruce,,2/21/1998,18,920 Bowman Street
2002-08735,Ray,Hawkins,Patricia,,2/2/1990,26,24110 Washington Pass
2011-22136,Spencer,Kelley,Tina,,7/10/1996,20,36250 Manitowish Pass
2015-97364,Flores,Matthews,Virginia,,9/8/1997,19,60339 Schurz Crossing
2001-64326,Bailey,,Jason,,8/28/1994,22,8316 Kingsford Alley
2002-33998,Burton,Ellis,Betty,,2/2/1991,25,92 Upham Lane
2007-13671,Williams,Watson,Ralph,,11/27/1990,26,10897 Lakewood Gardens Pass
2003-78308,Watkins,Stephens,Louise,,9/25/1996,20,1064 Buhler Parkway
2003-29993,Cox,Morgan,Randy,,2/2/1990,26,97 Village Avenue
2017-01291,Gomez,Moreno,Jeremy,,9/18/1993,23,9 Marcy Alley
2011-00653,Warren,Lopez,Katherine,,12/23/1990,26,0495 Merry Avenue
2015-35356,Green,Hill,Eugene,,1/21/1994,22,41 Blackbird Lane
2005-48002,Kelly,Brown,Keith,,8/25/1995,21,36 Del Sol Drive
2014-31484,Burke,Bennett,Judith,,6/14/1994,22,8079 Schurz Point
2007-83844,Castillo,,Jonathan,,1/15/1993,23,5703 Westridge Crossing
2002-12708,Murray,Taylor,Kimberly,,7/4/1996,20,34 Mayfield Parkway
2010-85218,Nelson,Medina,Victor,III,6/22/1990,26,1 Huxley Hill
2009-80774,Pierce,Bell,Shawn,,11/3/1993,23,246 Straubel Hill
2018-83105,Alexander,Greene,Helen,III,4/16/1998,18,3133 School Way
2007-87705,Morrison,Rose,William,,9/28/1995,21,61334 Elgar Lane
2012-58483,Edwards,Schmidt,Martha,,11/1/1996,20,4109 Fallview Center
2011-77469,Dunn,Armstrong,Betty,III,8/16/1997,19,720 Fallview Crossing
2004-46745,Wilson,Torres,Elizabeth,III,7/14/1996,20,9152 Schurz Court
2007-56590,Stevens,,Harold,,4/13/1996,20,70790 Fieldstone Crossing
2000-16397,Thompson,Gray,Samuel,,11/7/1990,26,82 Schurz Plaza
2003-30840,Tucker,,Dorothy,II,5/20/1994,22,93 Ridgeway Court
2013-81814,Phillips,Marshall,Carolyn,,2/25/1997,19,8241 Lukken Lane
2010-14236,Willis,Romero,Janet,,6/20/1996,20,5 West Hill
2017-29863,Turner,Carroll,Lillian,,8/2/1995,21,2 Comanche Hill
2003-27111,Mcdonald,Burke,Harry,,9/10/1991,25,301 Clove Avenue
2012-82787,Rose,,Linda,,8/6/1991,25,2 Homewood Lane
﻿studentno,studlastname,studmidname,studfirstname,studsuffixname,birthday,age,homeaddress
2016-84736,Washington,Gonzales,Maria,,7/4/1990,26,168 Armistice Way
2018-91543,Ramirez,,Judith,,9/20/1994,22,2468 Anthes Crossing
2001-13001,Patterson,Parker,Harold,III,8/26/1991,25,564 Westend Junction
2012-14514,Webb,Fields,Fred,,2/1/1994,22,00 Mayer Street
2017-97039,Elliott,Torres,Douglas,,4/16/1996,20,9381 Morningstar Junction
2018-10816,Green,Henderson,Scott,II,8/3/1997,19,93 Coolidge Lane
2015-47882,Jordan,Fowler,Keith,,3/15/1990,26,54 Sutherland Park
2000-52169,Jackson,Porter,Theresa,,5/25/1995,21,7 Westridge Center
2017-52411,Bradley,Evans,Barbara,,2/7/1997,19,51 Merry Court
2002-89895,Ramirez,Green,Lillian,,4/26/1995,21,9 Wayridge Point
2003-45306,Castillo,Hawkins,Alan,,7/18/1990,26,3804 Nancy Alley
2017-58826,Rivera,Meyer,Jennifer,,3/11/1996,20,36383 Portage Road
2003-84953,Anderson,Medina,Harry,II,5/31/1991,25,37 Kedzie Alley
2019-04293,Morrison,Jones,Johnny,,11/11/1997,19,7764 Delaware Circle
2004-64342,Woods,Harper,Steven,III,6/5/1994,22,99878 Golf Junction
2016-38402,Howard,Grant,Kathy,I,1/4/1998,18,61883 Delladonna Trail
2017-55687,Dunn,Nelson,Justin,I,3/11/1990,26,515 School Center
2016-26280,Porter,Hudson,Rose,,8/16/1995,21,70331 Granby Alley
2004-09358,Cunningham,Miller,Angela,,10/20/1993,23,8645 Melody Junction
2014-57207,Garza,Rivera,Richard,,11/30/1994,22,4 Morrow Drive
2000-92820,Moore,Lewis,Teresa,,8/28/1994,22,52 Alpine Way
2014-44113,Coleman,Rodriguez,Randy,,9/13/1994,22,272 Northfield Avenue
2016-69991,Woods,Larson,Dorothy,,9/3/1997,19,13 Grasskamp Avenue
2011-21147,Boyd,Wilson,Jesse,,12/12/1991,25,8 Reindahl Trail
2013-96658,Adams,Fields,Wayne,,2/28/1992,24,369 Westridge Park
2007-14909,Kennedy,Gomez,Paul,,12/21/1990,26,95651 Hanson Plaza
2002-27070,Lynch,,Craig,,4/23/1992,24,4228 Havey Court
2009-00371,Hughes,Boyd,Steven,II,5/27/1991,25,7 Blaine Trail
2001-40337,Perez,Lewis,Gloria,II,12/4/1990,26,0070 Victoria Hill
2006-03795,Sanders,Patterson,Eric,III,1/9/1993,23,6485 2nd Crossing
2006-11226,Allen,Gibson,Ronald,Jr.,1/29/1990,26,27766 Schlimgen Court
2000-01857,Price,Washington,Randy,,7/26/1992,24,395 Bartelt Street
2014-91036,Burns,Patterson,Carl,,8/4/1994,22,465 Steensland Crossing
2000-05787,Hamilton,Perkins,Paula,,11/3/1997,19,674 Anniversary Road
2007-74622,Gray,Clark,Theresa,I,7/18/1995,21,9 Bunting Road
2016-78948,Watson,Hudson,Christine,,1/12/1994,22,7 Milwaukee Center
2005-69826,Baker,Lane,Brandon,,1/8/1990,26,5 Haas Place
2015-12392,Morris,Chapman,Russell,,5/9/1997,19,78150 Ludington Parkway
2008-21239,West,Fox,Doris,III,10/18/1994,22,15256 South Center
2007-45388,Carpenter,Duncan,Antonio,,1/12/1990,26,553 Kings Park
2016-16888,Bailey,Dixon,Alan,,8/28/1991,25,7531 Lakewood Gardens Court
2000-82237,Stephens,,Judith,,5/10/1993,23,33634 Huxley Hill
2019-97837,Lee,Jacobs,Judith,II,6/6/1997,19,72 Montana Road
2019-22062,Sims,Bailey,Robin,I,5/23/1992,24,610 Ohio Road
2019-24259,Carr,Reynolds,Ruth,,5/11/1992,24,2 Roxbury Pass
2005-03850,Jacobs,Richardson,Fred,,6/1/1997,19,2 Sherman Alley
2006-10708,Larson,Murphy,Martin,,6/29/1991,25,2 Blackbird Trail
2008-34072,Ruiz,Wallace,Judith,,8/19/1993,23,57 Hallows Trail
2015-39913,Chapman,Howell,Sean,,10/31/1990,26,119 Buell Alley
2015-50111,Stephens,Washington,Adam,,11/7/1995,21,88 Dexter Park
2006-28402,Nichols,James,Phyllis,,2/8/1997,19,17 Clarendon Road
2006-21857,Henry,Henry,Antonio,,10/5/1993,23,892 Sommers Way
2018-96815,Henry,Russell,Edward,,11/21/1997,19,10620 School Trail
2019-45122,Larson,Alvarez,Willie,,4/10/1992,24,51909 Fairview Road
2019-36115,Burton,Sims,George,,2/9/1991,25,42123 Leroy Parkway
2001-67157,Simmons,Reed,Philip,,10/22/1996,20,38852 Butterfield Avenue
2018-65001,Mitchell,Harris,Irene,III,8/16/1996,20,6 Meadow Ridge Place
2016-84278,Alvarez,Oliver,Donna,,3/24/1993,23,535 6th Alley
2013-80507,Miller,George,David,,8/27/1990,26,248 Norway Maple Crossing
2016-88308,Long,Baker,Terry,,10/6/1993,23,2133 Monument Place
2014-27947,Welch,Fowler,Shirley,III,7/29/1997,19,96270 Sherman Center
2007-45678,Davis,Gonzalez,Cheryl,,10/6/1996,20,3 Grim Drive
2019-42463,Wallace,Chavez,Lawrence,,11/28/1995,21,06756 Shopko Terrace
2001-38275,Hall,Cunningham,Daniel,,6/13/1992,24,780 Graceland Parkway
2009-01412,Cunningham,Hawkins,Roger,,3/31/1995,21,4217 Lerdahl Alley
2009-50172,Lawrence,Sullivan,Catherine,,3/17/1991,25,46 Sycamore Park
2004-98117,Marshall,Berry,Albert,,2/7/1991,25,45 Buhler Park
2002-42857,Vasquez,Ward,Russell,,10/16/1996,20,4 Bultman Alley
2010-81800,Cook,,Alice,II,1/12/1991,25,0918 Lukken Center
2006-39901,Smith,Wright,Helen,,2/27/1994,22,0 Dwight Lane
2003-83988,Brown,Payne,Jose,,3/10/1991,25,67 Onsgard Place
2007-39965,Cooper,,Jesse,I,4/28/1991,25,9378 Ridge Oak Trail
2015-89481,Hunt,Taylor,Sean,II,5/20/1993,23,5 Laurel Terrace
2009-14754,Burns,Berry,Ruby,,10/25/1996,20,9 Spenser Drive
2018-10177,Holmes,,Melissa,III,5/25/1992,24,7 Sachtjen Hill
2002-99840,Holmes,Graham,Albert,,2/23/1990,26,83 North Crossing
2004-67444,Henry,,Roy,,7/14/1997,19,189 Hayes Way
2009-15125,Schmidt,Rodriguez,Frances,,9/14/1997,19,8122 Sherman Road
2000-72677,Daniels,Wood,Christopher,,7/21/1992,24,582 Sutteridge Court
2001-69611,Harrison,,Karen,,10/8/1996,20,505 Pepper Wood Trail
2016-86477,Gordon,Morgan,Albert,,6/5/1995,21,81 Memorial Terrace
2012-81965,Reid,Berry,Roger,,4/16/1997,19,580 Cardinal Place
2004-73567,Tucker,Black,Sarah,,7/4/1992,24,3869 Clove Plaza
2002-39713,Johnson,Wilson,Kimberly,,4/10/1995,21,9 Summit Court
2007-37084,Martin,Matthews,Shawn,III,2/16/1998,18,3 High Crossing Alley
2003-56567,Richardson,Garza,Kevin,I,2/11/1996,20,684 Walton Crossing
2019-73249,Riley,Butler,Jimmy,,12/11/1996,20,0489 1st Alley
2008-62256,Ellis,Romero,Kenneth,,3/13/1995,21,0060 Burrows Place
2009-52739,Fisher,Moore,Amanda,,6/22/1991,25,0549 Fieldstone Street
2007-16496,Alexander,Bradley,Robert,,2/14/1996,20,9002 Butternut Park
2005-57551,Brooks,Morgan,Teresa,,9/27/1990,26,02745 Sachs Road
2015-31908,Spencer,Frazier,Martha,,10/17/1990,26,657 Sage Pass
2017-70910,Walker,Ramos,Carl,III,9/24/1997,19,240 Troy Avenue
2013-21771,Harrison,Peterson,Theresa,III,5/5/1994,22,86941 Algoma Crossing
2006-70369,Little,Oliver,Judith,I,12/14/1997,19,5 Sutteridge Terrace
2010-95776,Kennedy,Lawson,Phyllis,,8/11/1990,26,753 Lindbergh Drive
2012-33015,Gardner,Ellis,Martha,II,12/10/1993,23,863 Transport Circle
2006-25950,Fox,Gonzales,Ernest,,9/6/1994,22,6753 Bultman Alley
2013-15065,Graham,Howard,Anthony,II,5/8/1997,19,6 Schurz Point
2002-75330,Roberts,Franklin,Lillian,II,2/1/1993,23,34941 Ilene Trail
2015-62535,Cruz,Hicks,Howard,,8/3/1996,20,07 Havey Center
2017-44292,Robertson,Thompson,Patricia,,1/23/1997,19,3 Autumn Leaf Crossing
2006-46065,Young,Gray,Gregory,,6/19/1996,20,07 Brentwood Alley
2002-38260,Walker,Reed,Mildred,III,5/7/1998,18,7 Arapahoe Parkway
2002-25006,Payne,Brooks,Barbara,III,1/14/1996,20,59504 Pleasure Trail
2001-38435,Hart,Fuller,Irene,III,11/4/1992,24,85208 Northport Parkway
2000-64999,Stewart,Rogers,Louise,,2/25/1990,26,3 Commercial Park
2003-25705,Lopez,Crawford,Benjamin,,8/31/1995,21,5726 Blaine Place
2015-72125,Lane,Wright,Rebecca,,10/18/1997,19,4 Karstens Way
2004-14440,Stanley,Carpenter,Daniel,,3/22/1996,20,187 Manitowish Hill
2016-31760,Snyder,Meyer,Bruce,,4/23/1994,22,19901 Monument Terrace
2016-65434,Gilbert,Robertson,Dorothy,,2/9/1997,19,72 Iowa Trail
2009-98966,Cooper,Bowman,Sara,,11/26/1995,21,9 Doe Crossing Court
2009-46893,Reed,Hart,Keith,,7/14/1996,20,566 Elgar Plaza
2006-44966,Schmidt,Williams,Donald,,8/30/1990,26,3 Drewry Way
2014-68125,Palmer,Campbell,Wanda,Sr.,8/19/1994,22,7458 Glendale Parkway
2011-32980,Lawson,Young,Alan,,7/2/1997,19,3 Jenna Crossing
2016-79567,Stanley,Armstrong,Christopher,,8/16/1994,22,334 Manley Court
2012-73740,Franklin,Miller,Bobby,III,5/12/1990,26,43491 Eastlawn Way
2019-78282,Phillips,Turner,Chris,,4/24/1991,25,930 Hermina Plaza
2017-32585,Young,Rivera,Jack,,4/26/1995,21,857 Kedzie Plaza
2016-56028,Simpson,,Julie,,12/26/1997,19,8 Warner Center
2004-06254,Baker,,Shirley,,4/8/1994,22,2149 Holy Cross Place
2015-66241,Little,Perkins,Ronald,Jr.,1/19/1996,20,2 Nevada Avenue
2005-64260,Dunn,Hunt,Alan,,1/22/1993,23,46 Helena Hill
2005-85946,Baker,Nelson,Daniel,,3/10/1994,22,468 Anzinger Drive
2009-24517,Kelley,West,Randy,Jr.,2/22/1994,22,78101 Katie Lane
2017-63237,Adams,Burke,Joe,III,4/18/1997,19,10799 Declaration Center
2005-32661,Hawkins,,Daniel,,6/19/1991,25,58 Kim Place
2008-78012,Rogers,,Philip,,3/28/1998,18,77 Linden Road
2007-69252,Payne,Harper,Terry,,2/25/1993,23,6605 Clemons Way
2004-49753,Washington,Taylor,Tina,Jr.,1/28/1998,18,5 Spohn Crossing
2001-68289,Harrison,Flores,Laura,,10/20/1992,24,129 Aberg Road
2001-60161,Myers,Baker,Rachel,II,12/21/1991,25,59639 Oneill Parkway
2014-72311,Reynolds,,Rose,,3/27/1994,22,68 Huxley Street
2011-30008,Garza,,Mary,III,11/30/1993,23,91660 Weeping Birch Avenue
2012-28576,Kelly,Banks,John,,1/10/1998,18,3 Main Trail
2005-85161,Jackson,Robertson,Lillian,,1/31/1995,21,23667 Westridge Place
2004-32230,Powell,Warren,Betty,,3/23/1995,21,3798 Utah Center
2015-93484,Hansen,Alexander,Martha,,10/7/1992,24,01 Merry Center
2009-31090,Campbell,Brown,Henry,II,12/28/1992,24,11 Dahle Park
2006-11006,Peterson,Williamson,Brenda,,3/9/1992,24,438 Sycamore Point
2017-82877,Ramirez,,Jane,,6/7/1994,22,7792 Dakota Hill
2007-44677,Jones,Wright,Stephanie,III,7/6/1995,21,14 Karstens Hill
2008-50397,Gilbert,James,Todd,,10/17/1995,21,80051 Hallows Road
2007-80105,Frazier,Frazier,Denise,,8/27/1992,24,7 Bultman Terrace
2015-30228,Dixon,Washington,John,,3/6/1995,21,068 Erie Trail
2016-65213,Ferguson,Diaz,Katherine,,7/9/1996,20,810 Bartillon Avenue
2007-74960,Diaz,,Frances,,8/22/1992,24,4807 Old Gate Circle
2004-39251,Little,Martin,Adam,,4/14/1992,24,92 Orin Crossing
2018-52487,Payne,,Julie,II,5/18/1997,19,0449 Canary Trail
2015-41933,Welch,,Shirley,III,12/24/1991,25,4 Raven Center
2011-17186,Kelly,Rogers,Eric,,12/20/1995,21,682 Amoth Alley
2004-16400,Stewart,Fuller,Rebecca,,8/14/1997,19,700 Brickson Park Street
2019-55714,Sims,Garza,Ernest,,3/13/1998,18,24 Norway Maple Hill
2006-09071,Foster,Wilson,John,II,7/31/1997,19,978 Coleman Point
2015-53616,Henry,Daniels,Irene,,8/17/1994,22,35942 Old Shore Lane
2017-25089,Harrison,Lynch,Lawrence,I,6/26/1990,26,26 Spaight Road
2010-78469,Watson,,Patrick,III,8/15/1995,21,3097 Dryden Place
2015-11063,Gonzalez,Carroll,Marilyn,,9/11/1991,25,61696 Brentwood Place
2002-36182,Richardson,Rodriguez,Dorothy,III,6/29/1995,21,527 Anzinger Road
2000-85330,Cox,Hamilton,Billy,,5/12/1991,25,6 American Ash Junction
2002-93115,Perez,Hunt,Brenda,,1/25/1990,26,5286 Pankratz Street
2000-99674,Howard,Hernandez,Ruth,,12/29/1994,22,64496 North Center
2004-52241,Taylor,Barnes,Louise,,7/26/1997,19,90 Del Sol Street
2002-95529,Wright,Johnson,Dennis,,1/11/1995,21,6 John Wall Crossing
2007-85264,Mitchell,Bell,Shirley,,4/26/1998,18,49802 Fallview Drive
2017-84505,Evans,Miller,Richard,,5/6/1992,24,02 Monica Alley
2017-84402,Bryant,Edwards,Jonathan,,2/15/1992,24,73452 Park Meadow Terrace
2005-33376,Crawford,Robinson,Ronald,,6/24/1993,23,18545 Mallard Court
2013-66064,Wheeler,Perez,Margaret,,12/22/1994,22,21366 Canary Point
2014-36347,Hart,Hughes,Philip,,5/23/1996,20,24096 Onsgard Crossing
2012-06040,Ramos,Howard,Randy,,8/30/1994,22,07674 Erie Street
2000-92685,Richardson,,Alice,,11/25/1994,22,4389 Lawn Way
2010-63818,Berry,,Barbara,,12/29/1995,21,1665 Ruskin Parkway
2017-20031,Carr,Moore,Mark,III,2/24/1990,26,40 Fulton Street
2016-12460,Mendoza,Cole,Aaron,,10/19/1993,23,3777 Walton Point
2009-96809,Meyer,Gibson,Gerald,,8/14/1993,23,306 American Ash Place
2011-13857,Baker,Gutierrez,Sean,,6/30/1990,26,74944 Pawling Avenue
2010-44188,Ruiz,Peterson,Ernest,III,9/22/1994,22,09591 Upham Way
2010-00641,Washington,Anderson,Joan,,9/8/1993,23,12194 Little Fleur Crossing
2017-31399,Greene,Ferguson,Joseph,,6/20/1991,25,6 Bowman Avenue
2006-75391,Cole,Gonzales,Nicholas,,4/8/1997,19,1 Summit Hill
2000-71231,Hunt,Williamson,Sharon,,9/13/1991,25,225 Brickson Park Lane
2012-14245,Medina,Jacobs,Linda,III,4/21/1992,24,7760 Sundown Center
2011-35354,Smith,Dean,Alice,III,3/8/1993,23,6 Autumn Leaf Pass
2014-17361,Nguyen,Brooks,Donna,,7/25/1996,20,670 Ryan Avenue
2002-63118,Jones,Fowler,Chris,,6/30/1993,23,80591 Parkside Drive
2000-15591,Bennett,Reed,Howard,I,11/26/1990,26,42 Schurz Pass
2000-88694,Robinson,Young,Lisa,III,3/20/1991,25,56597 Union Pass
2011-84710,Powell,Ramos,Sandra,I,9/1/1993,23,1 Oneill Pass
2003-75872,Sullivan,,Aaron,III,6/27/1990,26,6777 Towne Pass
2008-92178,Nichols,Mills,Betty,,1/18/1991,25,0 Manley Plaza
2015-12061,Butler,Davis,Andrew,,8/2/1990,26,478 Mallard Place
2011-88491,Bishop,Vasquez,Michelle,,1/18/1990,26,969 Hollow Ridge Drive
2011-17564,Carpenter,Chapman,Antonio,,2/3/1994,22,3037 Bunker Hill Lane
2011-16535,Duncan,Porter,Juan,,3/27/1998,18,41340 Fair Oaks Terrace
2003-75277,Brown,Jacobs,Edward,,9/29/1990,26,6 Hollow Ridge Way
2001-23751,Reed,Edwards,Craig,III,11/5/1993,23,7 Melvin Street
2015-41288,Montgomery,Simmons,Alan,,9/26/1990,26,8527 Coolidge Court
2006-67108,Campbell,Carter,Gary,,12/21/1991,25,940 Loeprich Terrace
2017-05669,Dixon,Hunt,Mildred,,10/6/1996,20,8 Dixon Road
2015-86806,Allen,Dixon,Doris,,7/1/1995,21,74437 Hudson Drive
2005-21728,Reid,Morrison,Peter,III,8/7/1990,26,684 Novick Court
